9.132595,8.837011,8.575628,8.855113,9.181641,7.926397,9.615001,9.150134,9.706436,8.329585,8.731558,8.60022,9.147738,8.905169,8.146479,9.953603,7.571019,8.314516,8.547963,8.237937,8.787879,8.10389,7.926247,8.901039,8.000066,9.274193,8.88007,9.409567,10.44724,9.806624,9.198564,9.679975,10.1586,8.526392,8.672976,8.661944,9.447182,9.437048,9.298288,9.162771,8.598895,8.814994,8.399353,8.4688,9.00182,8.696478,7.641352,7.874023,8.909519,8.253778,8.654986,8.624936,8.389663,9.585072,9.314795,8.742847,9.439293,9.447758,9.919037,9.884463,9.257622,9.473641,10.62829,9.727733,10.02831,8.723085,9.299983,8.391606,9.282641,9.058866,8.234765,8.024179,8.569315,8.578963,8.992156,9.246859,8.234958,8.958681,9.255265,8.523773,8.438503,8.966601,10.21978,8.397638,9.683602,8.864766,8.422363,8.829544,9.704648,8.936563,9.163349,9.480164,9.297555,8.896105,8.459825,8.045593,8.757097,8.388701,9.679871,8.656213,
9.309621,8.874216,10.02508,8.873394,8.266221,9.340479,8.242158,8.623369,8.764649,7.979384,8.749704,9.093881,9.804203,9.229475,8.278395,8.219977,8.528394,8.368589,8.43036,8.871229,8.318554,8.972569,8.097517,8.427662,8.316222,8.592114,9.160838,9.584122,10.04854,9.780623,10.04372,10.43859,9.902637,8.825186,9.606472,8.363099,8.46764,8.3882,8.868227,9.007135,8.984745,8.570762,9.617572,8.765071,9.046617,8.890232,9.250778,8.931815,8.310381,8.287175,9.155037,9.051556,10.12949,9.371981,9.101042,9.800753,10.27665,9.063492,8.56124,9.807727,10.55887,11.36787,11.6696,11.09317,9.967351,9.862891,8.262711,8.99688,9.037977,8.490288,9.538189,9.315386,8.159685,9.354119,8.716143,9.434388,7.638183,9.109005,8.651262,9.564023,8.206975,8.964911,8.617327,8.678523,8.869493,9.084768,9.262941,9.391739,9.369954,9.623208,9.304979,9.360849,9.537398,8.414916,7.723849,8.399145,8.19291,9.20472,8.332054,9.379624,
8.349404,9.064863,9.363036,9.047937,8.755056,9.109401,8.853644,8.101173,9.195271,8.835401,8.649446,9.163977,9.359892,8.029536,8.067924,8.635264,8.958253,7.925509,8.712226,8.463884,8.572349,8.940969,8.66249,8.806467,8.508725,9.457886,8.335924,9.617137,9.439722,9.524982,9.522386,9.658812,10.72367,9.952138,9.931099,9.109887,8.120351,8.41331,8.615314,8.460526,8.81347,9.296569,8.744978,8.747974,8.695073,8.662946,8.433751,8.431358,8.831587,8.697983,9.315556,8.383422,10.23108,9.765207,9.908156,9.301429,9.590049,8.649558,9.635168,9.710321,9.779632,11.32593,12.2902,10.6951,10.39586,9.935453,8.915944,9.054786,10.03372,8.685281,8.833579,8.946439,7.549728,7.964482,9.472764,8.942971,8.963657,8.30808,9.494274,9.271949,8.60597,9.683397,7.890426,9.238674,8.521165,9.801819,9.132786,8.799334,8.993139,8.85384,10.17621,9.677395,9.295313,8.842596,9.462802,8.500484,8.508479,9.232502,8.966064,8.121835,
8.461719,9.237842,8.420768,8.534865,9.174283,8.584027,8.177103,9.150248,9.166052,10.37163,9.565493,9.398496,9.680848,9.163486,9.130699,8.726738,9.215741,9.428269,8.841824,8.58992,8.066751,8.099803,8.52274,7.877748,8.995624,8.695867,9.969682,8.23673,8.85393,8.47223,9.351189,9.307928,9.956673,9.551203,8.568693,9.177856,8.461644,9.157795,9.610577,9.000075,8.110895,9.174814,8.784619,8.800356,10.48191,9.39846,8.919038,8.654149,8.630712,8.532918,8.891873,9.189641,9.054066,9.334201,9.26326,9.211584,10.24834,9.867339,9.918691,9.846725,10.54067,10.24259,12.24724,12.20139,10.73286,10.43133,9.720402,9.603809,9.751038,8.809175,9.184224,9.251807,9.385937,9.310741,8.428514,8.869137,8.992476,9.585979,9.514787,8.530421,9.108204,9.161095,7.972206,8.955416,8.447691,8.550777,9.390618,8.722887,8.667049,8.165767,9.524202,9.656604,10.87009,8.943316,9.714559,8.129236,7.938481,8.368204,8.398295,9.40045,
9.201726,8.491583,9.412959,8.985083,9.178476,9.278615,9.389272,9.673901,8.297525,8.631574,8.89362,8.541881,9.758476,8.790412,9.827207,9.869002,10.01013,8.943291,9.343275,8.430302,9.68919,9.005323,8.823727,8.977382,8.420708,9.100648,8.619212,8.910161,8.170061,8.966355,9.333001,9.116225,9.198241,8.949772,9.34791,9.042706,9.469361,8.871894,8.802011,8.312876,8.710852,8.999575,7.984633,8.944567,9.847835,10.15687,9.521878,8.25003,8.323992,9.375644,9.216241,9.671014,8.739963,9.369222,9.254699,8.089615,10.83757,9.784185,10.98437,10.31142,9.701009,10.79657,12.14291,12.47533,11.63155,11.06905,10.9222,10.71207,9.179561,10.05387,9.216191,9.882362,10.26993,9.513628,9.323265,9.829225,9.002306,9.556217,9.419855,9.1208,8.589438,9.063685,8.284941,8.740018,7.968705,8.664295,9.53931,9.331995,8.535078,9.260284,9.625157,9.55195,9.874969,9.434091,8.580635,8.084331,8.254272,8.612581,8.706398,7.704438,
8.800006,8.974626,8.04061,8.300248,9.070492,8.706847,8.399284,8.434907,8.840927,8.534841,9.706592,7.977381,8.983578,8.48173,8.515805,9.137919,9.255544,8.428092,8.228394,8.826019,9.44887,8.940789,8.022153,9.779775,9.945451,9.160938,7.969579,9.034205,8.443151,8.541548,8.505642,7.765648,8.564766,9.571393,9.966542,9.300216,9.652025,8.759388,9.353303,8.252432,9.196216,8.573639,7.743307,9.662228,8.670732,8.640976,9.341662,8.863009,8.213235,8.51184,9.027752,9.207134,9.080039,9.558001,10.24452,9.541989,9.157621,9.805361,9.266307,10.11402,10.18279,12.41905,12.16186,10.394,10.05533,10.98571,11.9288,11.33986,10.16809,9.673764,8.256096,10.26584,10.21387,9.69784,10.22199,9.150055,9.636424,9.247094,8.557264,8.481394,8.660893,8.650055,9.182909,8.771643,8.939803,9.079801,8.898679,8.04933,9.251527,8.526817,8.753302,9.77346,10.15952,10.07787,9.429514,8.305125,8.717034,9.157653,9.898027,7.465075,
8.653361,8.273671,8.079088,8.935436,8.706869,8.228395,8.461149,8.652164,9.02923,9.285704,9.058273,8.641343,8.904193,9.723635,9.276456,8.309655,8.670807,9.33356,9.478221,8.987058,9.337437,8.767917,9.284019,8.945106,10.55572,9.751675,9.038411,8.551303,8.345322,8.474154,9.647752,8.821356,8.668102,9.755362,10.0394,10.20755,8.894805,9.996503,9.047217,8.892811,8.399183,9.080667,9.32411,9.942203,7.847746,8.635855,9.198629,7.369833,9.04069,9.1113,10.27769,8.803241,9.275721,8.415019,8.961523,10.26855,9.029452,10.0935,9.642531,11.00622,12.44351,11.97701,11.49299,10.52599,10.80746,10.0812,11.49328,11.59801,10.80224,10.41384,9.358913,10.56116,9.933773,9.683317,9.82937,8.7875,9.486026,9.431197,8.934071,8.723458,9.358268,7.759436,7.733535,8.988653,8.591693,9.317611,8.730436,9.770963,9.298946,8.863266,8.966356,9.531798,8.662961,9.481143,9.368795,8.983305,8.187717,8.543758,8.417336,9.517874,
8.617818,8.8416,8.627811,8.454965,9.218153,8.07416,8.80302,8.941381,8.943683,8.873883,8.395411,9.39494,9.054911,8.421646,8.59524,9.536469,8.829953,8.32675,9.252645,9.805803,10.17593,10.61705,9.904812,9.720316,9.580697,9.537278,8.41575,9.377234,9.120541,8.931931,9.104372,8.448174,8.584202,9.159786,9.530317,9.228613,10.17453,9.076057,10.15885,8.770988,10.04297,8.978418,9.247672,8.703073,9.89045,8.821397,8.719829,9.438454,9.665709,9.652127,9.977736,8.073975,8.88642,10.28509,9.639332,10.09217,9.347983,9.689039,10.008,11.85024,11.90073,10.83806,11.58741,11.31026,11.48319,11.79058,10.89351,11.20282,11.07591,12.77423,11.10406,11.35844,10.0958,9.550168,9.629148,9.965044,10.306,10.32926,10.1426,8.790784,9.167725,8.946325,9.32926,9.199463,9.133907,8.679145,9.201047,8.667549,8.510113,8.422936,8.957943,9.422226,9.712341,9.833549,9.429735,10.36833,8.99252,9.021044,8.331124,9.489194,
8.470717,8.16464,8.412959,9.149308,8.639804,9.300952,9.001699,8.951686,8.20783,9.621799,7.587093,8.649753,8.162871,7.715604,8.895416,8.587206,9.179131,9.790112,8.489964,8.819643,9.216762,9.677013,8.82665,9.168571,9.966174,9.912703,8.249714,8.78997,9.359683,8.991143,8.882602,9.605968,8.039597,8.841894,8.316154,9.280062,9.469246,9.234391,9.785723,9.916722,10.27513,8.962278,9.5697,9.354034,8.969464,9.772449,11.06378,9.813474,8.82534,9.041461,8.51414,9.660951,9.789582,9.303238,9.874444,9.848175,10.37256,10.15174,9.527972,10.4736,10.75181,10.3335,10.74499,11.32069,11.60708,10.94636,12.42883,12.13335,10.72427,11.42337,11.02997,10.01653,10.32705,9.38653,9.978145,9.168168,11.07977,9.56261,9.186924,9.679919,10.01397,9.722296,9.391561,9.810663,9.849653,9.417962,10.52853,9.139068,9.371242,9.750784,10.08571,8.874997,10.31383,9.46449,10.02159,9.295856,10.17677,10.15713,10.14571,9.341457,
8.468027,9.076612,9.086869,8.824735,8.976339,8.417512,9.287348,8.370061,8.254511,8.408914,9.024608,8.973764,7.210097,8.704305,8.529098,8.345275,9.243136,8.544188,8.543643,8.835563,9.473669,9.502627,9.933525,11.07389,10.41452,10.29522,9.559748,9.372181,10.29799,8.428585,8.593707,8.873138,10.10112,8.647474,8.81823,9.560162,9.374285,9.894471,10.18963,9.602184,9.077766,8.722002,10.36843,9.748408,10.34525,9.630406,10.08445,9.178862,9.065327,9.794905,10.48043,9.235532,9.538394,9.88409,9.619826,9.523047,8.527854,9.611932,8.841879,9.402458,8.616117,9.749434,8.653563,9.401013,8.801452,9.779371,10.69681,11.40426,9.951911,9.330867,9.472569,8.459615,8.73222,9.366069,8.934047,8.964081,8.852818,10.32739,7.784344,9.8305,8.233565,9.953588,9.204955,9.526405,9.002395,9.914718,9.963612,9.472012,10.12925,9.843173,8.744964,10.20428,9.765433,9.808876,8.904319,9.617571,9.70226,10.94541,11.2605,10.38375,
8.545315,10.04843,9.049767,9.283422,9.870497,9.456214,8.097398,8.963849,8.655846,9.233787,9.333232,8.98121,9.936242,9.220131,8.930235,8.860785,8.683105,8.530891,8.317918,7.694541,8.288513,9.262028,9.174499,9.937339,10.3846,10.50761,10.85668,9.908294,10.41589,9.73234,9.682657,9.139757,9.491681,8.9675,8.903605,9.585827,9.936183,9.519512,10.54477,9.930034,10.73128,9.74267,9.410358,10.53515,9.670212,9.393024,9.811512,10.13933,9.802649,9.733521,10.16938,8.92016,8.775978,8.082183,9.068472,8.527961,9.11266,9.437359,9.128969,9.052827,8.822936,9.188341,8.213178,8.543155,8.651517,8.953012,8.502447,9.793458,9.022107,9.004986,9.272511,7.433172,8.577374,8.678538,9.440798,8.47326,8.545923,8.160368,7.895673,7.575039,9.356957,8.139765,8.003863,9.806943,9.734568,8.826896,8.970483,8.886743,10.12764,9.003945,9.811753,9.251413,10.47337,9.24077,9.157172,9.278977,10.38078,10.21266,11.46823,10.54528,
